Species,Set.ID,Set.Name,Set.Tag,Source.Database,Version.information,Set.Size,Set.Composition,Description,X,X.1
Homo sapiens,PWY-5030,L-Histidine degradation,Metabolism,HumanCyc,Version 21.5 realased in 2017,12,"HMDB0059597, HMDB0001014, HMDB0041827, HMDB0000972, HMDB0000854, HMDB0000177, HMDB0000148, HMDB0000301, HMDB0001354, HMDB0002111, HMDB0001534, HMDB0001846",,NA,
Homo sapiens,PWY-5046,2-Oxoisovalerate decarboxylation to isobutanoyl-CoA,Metabolism,HumanCyc,Version 21.5 realased in 2017,7,"HMDB0059597, HMDB0001487, HMDB0000019, HMDB0001967, HMDB0001423, HMDB0000902, HMDB0001243",,NA,
Homo sapiens,PWY-5067,Glycogen biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,7,"HMDB0059597, HMDB0000250, HMDB0000285, HMDB0001586, HMDB0000295",,NA,
Homo sapiens,PWY-5084,2-Oxoglutarate decarboxylation to succinyl-CoA,Metabolism,HumanCyc,Version 21.5 realased in 2017,7,"HMDB0059597, HMDB0001487, HMDB0001967, HMDB0001423, HMDB0000208, HMDB0000902, HMDB0001022",,NA,
Homo sapiens,PWY-5123,"trans, trans-Farnesyl diphosphate biosynthesis",Metabolism,HumanCyc,Version 21.5 realased in 2017,5,"HMDB0000961, HMDB0001120, HMDB0000250, HMDB0001285, HMDB0001347",,NA,
Homo sapiens,PWY-5130,2-Oxobutanoate degradation,Metabolism,HumanCyc,Version 21.5 realased in 2017,14,"HMDB0059597, HMDB0001341, HMDB0002142, HMDB0002310, HMDB0001487, HMDB0000538, HMDB0001967, HMDB0001423, HMDB0000595, HMDB0001275, HMDB0000902, HMDB0001022, HMDB0000005, HMDB0002255",,NA,
Homo sapiens,PWY-5137,"Fatty acid beta-oxidation (unsaturated, odd number)",Metabolism,HumanCyc,Version 21.5 realased in 2017,10,"HMDB0062231, HMDB0003949, HMDB0002009, HMDB0003948, HMDB0004257, HMDB0003712, HMDB0003945, HMDB0062633, HMDB0003944",,NA,
Homo sapiens,PWY-5143,Fatty acid activation,Metabolism,HumanCyc,Version 21.5 realased in 2017,38,"HMDB0001521, HMDB0003073, HMDB0036217, HMDB0062518, HMDB0000827, HMDB0001338, HMDB0000806, HMDB0002212, HMDB0004258, HMDB0002183, HMDB0000944, HMDB0000673, HMDB0001043, HMDB0001388, HMDB0000250, HMDB0001999, HMDB0000045, HMDB0000573, HMDB0000220, HMDB0001423, HMDB0000538, HMDB0001114",,NA,
Homo sapiens,PWY-5148,Acyl-CoA hydrolysis,Metabolism,HumanCyc,Version 21.5 realased in 2017,39,"HMDB0000039, HMDB0001275, HMDB0001521, HMDB0060181, HMDB0006404, HMDB0002212, HMDB0002111, HMDB0062518, HMDB0000827, HMDB0001088, HMDB0002003, HMDB0000847, HMDB0000535, HMDB0001338, HMDB0001359, HMDB0004258, HMDB0059597, HMDB0000806, HMDB0000944, HMDB0001070, HMDB0000801, HMDB0000482, HMDB0003571, HMDB0000638, HMDB0000220, HMDB0001423, HMDB0001295, HMDB0000511, HMDB0001114, HMDB0002845",,NA,
Homo sapiens,PWY-5172,acetyl-CoA biosynthesis from citrate,Metabolism,HumanCyc,Version 21.5 realased in 2017,7,"HMDB0001341, HMDB0002142, HMDB0001423, HMDB0001206, HMDB0000223, HMDB0000538, HMDB0000094",,NA,
Homo sapiens,PWY-5177,Glutaryl-CoA degradation,Metabolism,HumanCyc,Version 21.5 realased in 2017,12,"HMDB0059597, HMDB0062259, HMDB0001484, HMDB0002009, HMDB0001487, HMDB0001206, HMDB0001423, HMDB0001967, HMDB0001339, HMDB0000902, HMDB0002111","Summary:
Glutaryl-CoA is a common intermediate in the degradation of many different compounds, such as benzoate and benzoyl-CoA, L-lysine, L-tryptophan and many more. In this pathway glutaryl-CoA is degraded by ¦Â-oxidation to 2 molecules of acetyl-CoA and one molecule of CO2.

This pathway can operate under both anaerobic [Koch93] and aerobic conditions [Westover01], although the enzymes catalyzing it may be specialized for either aerobic or anaerobic operation.",NA,
Homo sapiens,PWY-5189,Tetrapyrrole biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0059597, HMDB0041827, HMDB0000123, HMDB0001137, HMDB0001423, HMDB0000245, HMDB0001967, HMDB0001022, HMDB0001149, HMDB0002111, HMDB0001086","Background:
Tetrapyrroles play a role in a variety of biological processes such as photosynthesis and respiration. They are large macrocyclic compounds derived from a common biosynthetic pathway [Schulze06]. Tetrapyrrole compounds possess four rings of the pyrrole type, generally linked together by single-atom bridges between the ¦Á positions of the five-membered pyrrole rings. They usually function as a metal-binding prosthetic groups. Many important biological functions are performed by metal ions held as complexes within tetrapyrroles. In mammals, the function of hemoglobin and cytochromes is dependent on the tetrapyrrole heme which contains a Fe2+ complex [Battersby80].

About this Pathway:
In mammals, the common tetrapyrrole biosynthetic pathway begins with the condensation of succinyl-CoA and glycine to yield 5-aminolevulinate. This is then converted in the subsequent steps of the pathway to uroporphyrinogen-III, the first macrocyclic tetrapyrrole, and the pathway branch point. It serves as the precursor for the synthesis of other tetrapyrroles, which in mammals involves heme, see heme biosynthesis. In other organisms tetrapyrroles such as chlorophyll, cobalamin, coenzyme F430 and phytochromobilin are synthesized [Tanaka07].",NA,
Homo sapiens,PWY-5269,Cardiolipin biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,9,"HMDB0059597, HMDB0002142, HMDB0002111, HMDB0000126, HMDB0000095",,NA,
Homo sapiens,PWY-5326,Sulfite oxidation,Metabolism,HumanCyc,Version 21.5 realased in 2017,5,"HMDB0001377, HMDB0000240, HMDB0002111, HMDB0001448, HMDB0003125",,NA,
Homo sapiens,PWY-5328,Superpathway of methionine degradation,Metabolism,HumanCyc,Version 21.5 realased in 2017,36,"HMDB0002142, HMDB0000050, HMDB0001967, HMDB0001275, HMDB0000208, HMDB0000742, HMDB0001022, HMDB0002111, HMDB0001341, HMDB0041827, HMDB0001185, HMDB0000092, HMDB0001487, HMDB0000240, HMDB0000148, HMDB0000005, HMDB0002332, HMDB0000939, HMDB0059597, HMDB0000243, HMDB0002310, HMDB0001377, HMDB0001448, HMDB0000099, HMDB0000250, HMDB0000902, HMDB0000595, HMDB0000696, HMDB0060179, HMDB0001423, HMDB0000538, HMDB0000043, HMDB0000574, HMDB0003125, HMDB0002255, HMDB0000187",,NA,
Homo sapiens,PWY-5329,L-cysteine degradation III,Metabolism,HumanCyc,Version 21.5 realased in 2017,8,"HMDB0000243, HMDB0059597, HMDB0001453, HMDB0000148, HMDB0000574, HMDB0001368, HMDB0000208",,NA,
Homo sapiens,PWY-5340,Sulfate activation for sulfonation,Metabolism,HumanCyc,Version 21.5 realased in 2017,7,"HMDB0059597, HMDB0001341, HMDB0001448, HMDB0001134, HMDB0000538, HMDB0001003, HMDB0000250","General Background:
The sulfonation of biological compounds (sulfoconjugation) is a fundamental metabolic process, in which a sulfate group is added to an oxygen moiety to form a sulfate ester bond. The sulfonation of biomolecules occurs widely and results in a dramatic change in the physicochemical property of the sulfonated compounds [Huxtable86].

Sulfonated macromolecules such as glycosaminoglycans and heparin are involved in many important processes, such as cell adhesion, hemostasis and the viscoelastic properties of connective tissue [Girard98].

The sulfonation of tyrosine residues by protein-tyrosine sulfotransferase 1 and protein-tyrosine sulfotransferase 2 are a post-translational modification for many secretory and membrane proteins. Sulfated versions of lipids such as sphingolipids and galactoglycerolipids are found in the brain, peripheral nerves, and reproductive tissues of mammals.

In addition, sulfoconjugation is important in the biotransformation of many low molecular weight compounds such as neurotransmitters and hormones, including catecholamines, iodothyronines, and steroids. Another role for sulfonation is the detoxification and removal of drugs and xenobiotics compounds [Venkatachalam98].

About This Pathway:
In the course of sulfonation, inorganic sulfate must be activated prior to being transferred to an acceptor molecule [Gregory60]. In many organisms, including plants and mammals, 3'-phosphoadenylyl-sulfate (PAPS) is the universal sulfonate donor for all sulfotransferase reactions [Robbins58, Farooqui80].

The activation of inorganic sulfate to form PAPS is achieved by the action of the bifunctional enzyme 3'-phosphoadenosine 5'-phosphosulfate synthase [Lyle94]. The enzyme has both sulfate adenylyltransferase and adenylyl-sulfate kinase activities. There are two isoforms of the enzyme in humans, 3'-phosphoadenosine 5'-phosphosulfate synthase 1 and 3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Xu02].

The first step involves the reaction of inorganic sulfate with ATP to form adenosine 5'-phosphosulfate (APS) and inorganic pyrophosphate (PPi). The second step involves the reaction of APS with ATP to form 3'-phosphoadenylyl-sulfate and ADP. In mammals, all of the APS is converted to PAPS and used for sulfonation [Venkatachalam98].",NA,
Homo sapiens,PWY-5386,Methylglyoxal degradation I,Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0000243, HMDB0059597, HMDB0015157, HMDB0000125, HMDB0001066, HMDB0001311, HMDB0001072, HMDB0062350, HMDB0001167, HMDB0002111, HMDB0013111",,NA,
Homo sapiens,PWY-5451,Acetone degradation I (to methylglyoxal),Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0059597, HMDB0000060, HMDB0000217, HMDB0006961, HMDB0001377, HMDB0001967, HMDB0000221, HMDB0001167, HMDB0002111, HMDB0000863, HMDB0001659",,NA,
Homo sapiens,PWY-5453,methylglyoxal degradation III,Metabolism,HumanCyc,Version 21.5 realased in 2017,8,"HMDB0059597, HMDB0000217, HMDB0006961, HMDB0001487, HMDB0000221, HMDB0000902, HMDB0001167, HMDB0006213","General Background:
Methylglyoxal is produced in small amounts during glycolysis (via glycerone phosphate), fatty acid metabolism (via acetone), and protein metabolism (via aminoacetone). Methylglyoxal is highly toxic, most likely as a result of its interaction with protein side chains (see [Kalapos99] for a review). There are several pathways for the detoxification of methylglyoxal, based on different enzymes that are able to convert methylglyoxal to less toxic compounds. These enzymes include glyoxalase enzymes, methylglyoxal reductases, aldose reductases, aldehyde reductases and methylglyoxal dehydrogenases.

About This Pathway:
In this pathway, methylglyoxal is reduced to acetol by the action of various enymes possessing L-glyceraldehyde 3-phosphate reductase activity. Most of the enzymes that have been characterized with this activity belong to the family of NADPH-dependent aldo-keto reductases (AKRs). For example, the human aldose reductase (EC 1.1.1.21) and aldehyde reductase (EC 1.1.1.2) are both capable of reducing methylglyoxal to acetol [Vander92].

Prolonged incubations of E. coli cell-free extracts with methylglyoxal resulted in conversion of acetol to (S)-propane-1,2-diol [Ko05]. The enzyme proposed to catalyze this reaction is L-1,2-propanediol dehydrogenase / glycerol dehydrogenase [Tang82, Kelley85]. In bacteria (S)-propane-1,2-diol is a dead-end metabolite and exits the cell rapidly [Zhu89]. The same reaction has also been observed in mammalian systems, where it is catalyzed by aldose reductase [Vander92]. In mammals (S)-propane-1,2-diol is metabolized in the liver to L-lactate [Vander92].",NA,
Homo sapiens,PWY-5481,Pyruvate fermentation to (S)-lactate,Metabolism,HumanCyc,Version 21.5 realased in 2017,5,"HMDB0000243, HMDB0059597, HMDB0001487, HMDB0000902, HMDB0000190",,NA,
Homo sapiens,PWY-5514,UDP-N-acetyl-D-galactosamine biosynthesis II,Metabolism,HumanCyc,Version 21.5 realased in 2017,16,"HMDB0059597, HMDB0000290, HMDB0041827, HMDB0000516, HMDB0001423, HMDB0001206, HMDB0003498, HMDB0000538, HMDB0000250, HMDB0000285, HMDB0001367, HMDB0002111, HMDB0001341","The protozoan parasite Giardia intestinalis (synonyms Giardia lamblia, Giardia duodenalis) is a common cause of enteric disease (giardiasis) in humans and other mammals, worldwide. Its life cycle consists of two stages, a flagellated trophozoite that replicates in the host, and a dormant cyst stage in which the organism is transmitted. Encystment is induced in response to bile in the gastrointestinal tract.

The outer cyst wall is rich in a homopolymer of (¦Â1->3)-N-acetyl-D-galactosamine residues that is biosynthesized from a UDP-N-acetyl-D-galactosamine precursor. This pathway describes the biosynthesis of this precursor, which is derived from endogenous glucose that is converted to fructose-6-phosphate by glycolytic enzymes.

UDP-N-acetyl-D-galactosamine is converted to the homopolymer by cyst wall synthase [Karr04]. The last five enzymes of the pathway are transcriptionally activated when trophozoites are induced to encyst. Their activities greatly increase during encystment. In [Lopez07, Mok05, Mok05a, Sener04, Lopez03, Bulik00].",NA,
Homo sapiens,PWY-5525,D-Glucuronate degradation,Metabolism,HumanCyc,Version 21.5 realased in 2017,12,"HMDB0059597, HMDB0000217, HMDB0006334, HMDB0003290, HMDB0001487, HMDB0001967, HMDB0000221, HMDB0000902, HMDB0000751, HMDB0002917",,NA,
Homo sapiens,PWY-5651,Tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,Metabolism,HumanCyc,Version 21.5 realased in 2017,13,"HMDB0059597, HMDB0001476, HMDB0000142, HMDB0000217, HMDB0000161, HMDB0001377, HMDB0000732, HMDB0001330, HMDB0000221, HMDB0000929, HMDB0002111, HMDB0060485",,NA,
Homo sapiens,PWY-5652,2-Amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA,Metabolism,HumanCyc,Version 21.5 realased in 2017,12,"HMDB0059597, HMDB0001241, HMDB0041827, HMDB0000225, HMDB0001330, HMDB0001339, HMDB0001280, HMDB0001967, HMDB0001487, HMDB0001423, HMDB0000902, HMDB0002111",,NA,
Homo sapiens,PWY-5653,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,Metabolism,HumanCyc,Version 21.5 realased in 2017,14,"HMDB0059597, HMDB0001132, HMDB0001330, HMDB0000538, HMDB0001967, HMDB0000148, HMDB0000641, HMDB0000250, HMDB0000280, HMDB0000232, HMDB0000045, HMDB0002111, HMDB0001179, HMDB0000902","This is the later portion of the pathway used for de novo biosynthesis of NAD, which starts with the amino acid L-tryptophan. For the full pathway and more information, please see NAD de novo biosynthesis.",NA,
Homo sapiens,PWY-5659,GDP-mannose biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,8,"HMDB0059597, HMDB0001078, HMDB0001163, HMDB0003498, HMDB0001273, HMDB0000250, HMDB0006330",,NA,
Homo sapiens,PWY-5661-1,GDP-glucose biosynthesis II,Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0059597, HMDB0001273, HMDB0000516, HMDB0003498, HMDB0000538, HMDB0000250, HMDB0003345, HMDB0003351, HMDB0001586, HMDB0001341","Summary:
About 50 different nucleoside diphosphate sugars have been isolated, and many of these have been shown to be intermediates in the biosynthesis of various types of complex carbohydrates [Ning00]. These substances and the enzymes involved in their synthesis, i.e., the nucleoside diphosphate sugar pyrophosphorylases, have been found in many organisms, including microorganisms, plants and animals [Danishefsky67].
The biological synthesis of GDP-¦Á-D-glucose was first described in 1961 in bovine mammary gland [Carlson62]. The authors found that it was synthesized from GTP and ¦Á-D-glucopyranose 1-phosphate by the enzyme glucose-1-phosphate guanylyltransferase, which they partially purified. A similar enzyme was partially purified from human mast cell tumors [Danishefsky67]. That enzyme also had GDP-D-mannose pyrophosphorylase activity. Surprisingly, no further work has focused on this enzyme since the 1967 publication.
A dimeric GDP-D-mannose pyrophosphorylase (EC 2.7.7.13) has been purified from pig liver, and was shown to have higher activity with GDP-¦Á-D-glucose (assayed in the reverse direction) than with GDP-¦Á-D-mannose [Szumilo93]. The purified small subunit from that enzyme was able to catalyze the GDP-D-mannose pyrophosphorylase activity on its own, but had no activity with ¦Á-D-glucopyranose 1-phosphate, prompting the authors to suggest that the (uncharacterized) large subunit may be responsible for the GDP-D-glucose pyrophosphorylase activity. This hypothesis has not been tested yet [Ning00].",NA,
Homo sapiens,PWY-5663,Tetrahydrobiopterin de novo biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0059597, HMDB0059658, HMDB0000142, HMDB0000217, HMDB0001195, HMDB0000221, HMDB0001273, HMDB0003379, HMDB0002111, HMDB0000980","General Background:
Tetrahydrobiopterin is an important cofactor for many biological processes and is present in all mammalian cells [Thony00]. It is required for aromatic amino acid hydroxylations and nitric oxide synthesis [Cai02].

Tetrahydrobiopterin is also involved in neurotransmitter release in the brain and regulation of human melanogenesis [Mataga91][Schallreuter94]. Deficiency causes severe neurological disorders characterized by hyperphenylalaninaemia, monoamine neurotransmitter deficiency and also Parkinson's disease, Alzheimer's disease and depression [Blau, Thony00].

About This Pathway:
Tetrahydrobiopterin is formed de novo in a three step pathway from GTP [Thony00]. The pathway involves two unstable intermediates, 7,8-dihydroneopterin 3'-triphosphate and (6R)-6-pyruvoyl-5,6,7,8-tetrahydropterin, which have been isolated.

The pathway is catalyzed by the three enzymes, GTP cyclohydrolase I, 6-pyruvoyl tetrahydrobiopterin synthase and sepiapterin reductase. The rate limiting step of cofactor biosynthesis is catalyzed by GTP cyclohydrolase I [Ichinose95]. The initial reaction is sensitive to end-product feedback inhibition by tetrahydrobiopterin, but only when GTP cyclohydrolase I is complexed with GTP cyclohydrolase 1 feedback regulatory protein [Milstien96]. The activity of the pathway is stimulated by phenylalanine through GTP cyclohydrolase 1 feedback regulatory protein. The outcome of the pathway is (6R)-L-erythro-5,6,7,8-tetrahydrobiopterin in mammals.",NA,
Homo sapiens,PWY-5667,CDP-diacylglycerol biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,19,"HMDB0059597, HMDB0001341, HMDB0001521, HMDB0000126, HMDB0000538, HMDB0000082, HMDB0001423, HMDB0001338, HMDB0062518, HMDB0000131, HMDB0004258, HMDB0001114, HMDB0000250",,NA,
Homo sapiens,PWY-5670,Epoxysqualene biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0059597, HMDB0000217, HMDB0001188, HMDB0001377, HMDB0001487, HMDB0000221, HMDB0000250, HMDB0000902, HMDB0000256, HMDB0000961, HMDB0002111",,NA,
Homo sapiens,PWY-5686,UMP biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,20,"HMDB0059597, HMDB0001341, HMDB0001096, HMDB0002111, HMDB0000538, HMDB0000788, HMDB0013111, HMDB0000595, HMDB0000288, HMDB0000828, HMDB0000148, HMDB0000641, HMDB0002142, HMDB0000250, HMDB0000280, HMDB0001967, HMDB0000226, HMDB0001072, HMDB0003349, HMDB0000191","General Background:
Pyrimidine and purine nucleoside triphosphates are the activated precursors of DNA and RNA. The pyrimidine deoxyribonucleoside triphosphates dCTP and dTTP are incorporated into DNA while the ribonucleoside triphosphates CTP and UTP are incorporated into RNA. In addition, their diphosphates form activated derivatives of other molecules, such as UDP-¦Á-D-glucose, CMP-3-deoxy-¦Â-D-manno-octulosonate and dTDP-¦Á-D-fucopyranose, for use in biosynthesis of polysaccharides, glycoproteins and phospholipids [Zhou98, Giermann02, Schroder05, Zrenner06].

In addition to de novo biosynthesis, salvage pathways reutilize exogenous free bases and nucleosides and some of the resulting pyrimidine nucleotides can enter the de novo biosynthesis pathways (see pyrimidine ribonucleosides salvage I, pyrimidine nucleobases salvage I and pyrimidine deoxyribonucleosides salvage). The de novo biosynthetic pathways consume relatively large amounts of high energy phosphate and reducing power, and thus organisms prefer to use salvage pathways when possible. However, the de novo biosynthetic pathways are necessary when exogenous precursors are limiting. In order to conserve resources, the de novo pathways are regulated both by allosteric enzymes and at the gene expression level. These essential, evolutionarily conserved biosynthetic and salvage pathways are found in both prokaryotes and eukaryotes.

The pyrimidine nucleotide de novo biosynthetic pathway derives in part from the central metabolic precursors oxaloacetate and D-ribose 5-phosphate. L-aspartate, a precursor of pyrimidine ribonucleotides, is derived from oxaloacetate, which is generated in the TCA cycle.

About This Pathway:
The de novo pyrimidine nucleotide biosynthetic pathway converts hydrogencarbonate, L-glutamine, L-aspartate and 5-phospho-¦Á-D-ribose 1-diphosphate (PRPP) to UMP (uridine 5'-monophosphate), a pyrimidine nucleotide that can be subsequently converted to all other pyrimidine nucleotides (see UTP and CTP de novo biosynthesis).

The first enzyme, carbamoyl-phosphate synthetase, glutamine-hydrolyzing, forms carbamoyl phosphate which is not only an intermediate of pyrimidine synthesis but also a precursor for the synthesis of amino acids such as L-arginine, L-citrulline and L-canavanine.

The next step, catalyzed by aspartate carbamoyltransferase, is the condensation of carbamoyl phosphate with L-aspartate forming N-carbamoyl-L-aspartate [Nasr94], which is cyclized to (S)-dihydroorotate, the first intermediate that contains a pyrimidine ring. (S)-dihydroorotate is oxidized to orotate by dihydroorotate dehydrogenase.

The final two steps, the condensation of orotate with PRPP forming orotidine 5'-phosphate (OMP) followed by the decarboylation of OMP to UMP, are carried out by the enzymes orotate phosphoribosyltransferase and orotidine-5'-phosphate decarboxylase. The last step is considered the rate-limiting step of the overall de novo biosynthesis of pyrimidine nucleotides [Trentmann95].

In plants, the two initial enzymatic reactions of this pathway occur in the plastids, while all of the remaining reactions occur in the cytosol and mitochondria [Witz12]. This implies that N-carbamoyl-L-aspartate must be exported from the plastids. A plastidic nucleobase transporter specific for uracil (a precursor for pyrimidine salvage pathways) has been reported [Witz12]. Since the reaction catalyzed by dihydroorotate dehydrogenase occurs in the mitochondria, transporters for both (S)-dihydroorotate and orotate must exist, although they have not been identified yet.

The de novo biosynthesis of pyrimidine nucleotides appears to be one of the most ancient biochemical pathways as it is evolutionary conserved in all species. Although the enzymatic steps in this pathway are conserved throughout all organisms, some differences in the enzymes do exist. For example, in plants and bacteria the three steps leading from carbamoyl phosphate to orotate are catalyzed by three different proteins, while in mammals they are catalyzed by the single multifunctional CAD protein [Iwahana96]. The last two steps of the pathway are carried out by a bi-functional enzyme ( UMP synthase) in plants and animals [Doremus86, Trentmann95, Gao99] whereas bacteria express two separate proteins for that purpose.",NA,
Homo sapiens,PWY-5695,Urate biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0059597, HMDB0002142, HMDB0001554, HMDB0000292, HMDB0001487, HMDB0000289, HMDB0001489, HMDB0000902, HMDB0000175, HMDB0000299, HMDB0002111","Nitrogen is frequently the limiting nutrient for growth of many crop plants. Legumes solved this problem by establishing a symbiotic relationship with bacteria from the genus Bradyrhizobium, which contain the enzyme nitrogenase. Nitrogenase catalyzes the conversion of atmospheric N2 to ammonia, which can be used to meet the plant's metabolic nitrogen requirements (see nitrogen fixation I (ferredoxin)).

The ammonia generated by the bacteria is first converted into the amino acid L-glutamine and then incorporated into IMP (IMP), a purine synthesized de novo during nitrogen fixation by roots (see superpathway of purine nucleotides de novo biosynthesis I).

Before the fixed nitrogen can be used by the plant, it must be converted into organic forms that can be transported throughout the plant and further metabolized. There are two major forms of organic nitrogen compounds that can be transported - amides (such as L-asparagine and L-glutamine) and ureides (such as allantoin and allantoate). Temperate-region legumes, such as pea, are amide exporters, while legumes of tropical origin, such as soybean, kidney bean and peanut, export nitrogen in the form of ureides (see ureide biosynthesis).

The pathway that is described here, the conversion of IMP to urate, is part of the pathway leading to the production of ureides in plants. However, it is also a part of the degradation of purines, which is found in many organisms. Many mammals, for example, can mineralize purines completely to TCA cycle building blocks in a pathway that includes this subpathway. Humans and apes possess this pathway, but do not have the enzyne urate oxidase ( EC 1.7.3.3, and thus accumulate urate, which has to be disposed of via urine.",NA,
Homo sapiens,PWY-5754,4-Hydroxybenzoate biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,17,"HMDB0059597, HMDB0002035, HMDB0000148, HMDB0001487, HMDB0000707, HMDB0001423, HMDB0000538, HMDB0000208, HMDB0001206, HMDB0006467, HMDB0000500, HMDB0000250, HMDB0000158, HMDB0002111, HMDB0000045, HMDB0000902",,NA,
Homo sapiens,PWY-5872,Ubiquinol-10 biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,21,"HMDB0059597, HMDB0062355, HMDB0062350, HMDB0001185, HMDB0000217, HMDB0000961, HMDB0001377, HMDB0013111, HMDB0001347, HMDB0062204, HMDB0060250, HMDB0001967, HMDB0000221, HMDB0062428, HMDB0062197, HMDB0000250, HMDB0059616, HMDB0000500, HMDB0002111, HMDB0000939","General Background:
Ubiquinone, also known as coenzyme Q, is a crucial component of the electron transport chain in eukaryotes and prokaryotes [Trumpower81]. Ubiquinone is a lipid consisting of a hydrophobic isoprenoid tail and a quinone head group. The tail varies in length depending on the organism, and it anchors ubiquinone to the membrane, while the quinone head group mediates activity for the respiratory chain.

Ubiquinone undergoes reversible redox cycling between the quinone (Q), semiquinone and hydroquinone (QH2) forms. In eukaryotes, ubiquinone sits on the inner mitochondrial membrane and shuttles electrons from Complex I (NADH dehydrogenase) or Complex II (succinate dehydrogenase) to Complex III (the cytochrome bc 1 complex) [Jonassen00].

Extramitochondrial ubiquinone acts as a lipid-soluble antioxidant that can scavenge lipid peroxyl radicals directly or indirectly by reducing ¦Á-tocopherol ( vitamin E) radicals [Kagan90].

The ubiquinone biosynthesis pathway has been elucidated primarily by the use of mutant strains that accumulate pathway intermediates; some of the enzymes in this pathway have not been biochemically characterized.

About This Pathway:
Ubiquinone 10 is the main quinone in humans. In the first step of this pathway, multiple units of 3-methylbut-3-en-1-yl diphosphate (IPP) undergo a series of polymerizations to form a polyisoprenoid chain. The sequential addition of isoprenyl units to (2E,6E)-farnesyl diphosphate is performed by decaprenyl diphosphate synthase [Saiki05].

The quinone nucleus of ubiquinone is derived directly from 4-hydroxybenzoate, while the isoprenoid subunits of the polyisoprenoid tail are synthesized via the mevalonate pathway, which feeds isoprene units into trans, trans-farnesyl diphosphate biosynthesis. Following addition of the polyprenyl tail by 4-hydroxybenzoate polyprenyltransferase, the product 4-hydroxy-3-decaprenylbenzoate is processed in three steps, namely decarboxylation, oxidation and methylation.

The prokaryotic and eukaryotic pathways differ in the order of these steps: in eukaryotes the compound is oxidized and methylated prior to decarboxylation; in prokaryotes the compound is first decarboxylated, followed by oxidation and methylation [Shepherd96].

There are at least two accessory proteins, Atypical kinase COQ8A, mitochondrial and AarF domain-containing protein kinase 4, both mitochondrial protein kinases, that are essential for the proper functioning of this pathway [Mollet08][Ashraf13].",NA,
